drugs,target_pdb_id,targets,drug_smiles
r2_gen_53814,,,C#Cc1cnc(C)c(Nc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)n1
r2_gen_154829,,,C=C(c1cncc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)n1)S(C)(=O)=O
r2_gen_272548,,,CCc1cnc(C(F)F)nc1CCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_42301,,,C=C(c1cnccn1)N(C)c1nc(C)ncc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_55119,,,CCc1cnc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)CC)n1
r2_gen_283879,,,CCc1cnc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(NS(C)(=O)=O)c1C
r2_gen_81980,,,C#Cc1cncnc1Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_54625,,,C#Cc1cn(C(Nc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)S(C)(=O)=O)cn1
r2_gen_226412,3BZ3,FAK,C=C(c1cnc(N(C)C)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)S(C)(=O)=O
r2_gen_102043,3BZ3,FAK,CCc1cnc(N(C)[SH](C)(C)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_293776,,,C#Cc1cnc(N(C)[SH](C)(C)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1C
r2_gen_11941,,,CCc1cnc(NS(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_113915,3BZ3,FAK,C#Cc1c(N(C)S(C)(=O)=O)ccc(C)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_61926,3BZ3,FAK,CCc1c(OCNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)ccc(C)c1C
r2_gen_64858,,,CCc1c(S(C)(C)C)ccnc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_34963,,,CCc1ncc(C)cc1NCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_166202,,,C=Cc1ncc(C)c(C)c1C(F)(F)Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_92616,,,C#Cc1nc(C)cc(N(C)S(C)(=O)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_273540,,,CCc1nccc(N(C)S(C)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_120176,3BZ3,FAK,CCc1nccc(N(C)S(C)(=O)=O)c1OCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_82665,,,CCc1nccc(NS(C)(=O)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_278461,,,CCc1ncc(N(S(C)(=O)=O)S(C)(=O)=O)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_133055,3BZ3,FAK,CCc1ncc(O)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_186006,,,C=C(c1ncncc1Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)S(=O)[SH](C)(C)=O
r2_gen_21396,3BZ3,FAK,CCc1nc(N(C)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1C
r2_gen_188647,,,C=C(Cc1ccccc1)c1ncccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_178904,,,C=C(C)c1ccccc1Cc1c(C)cccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_229741,,,C=C(Cc1ccccc1C)c1cccc(C(F)F)c1Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_75838,,,C=C(Cc1ccccc1)Nc1cnccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_89811,3BZ3,FAK,C=C(Cc1cccc(C)c1)c1cc(C)c(C)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_182679,3BZ3,FAK,C=C(Cc1cccc(C)c1N(C)S(C)(=O)=O)OCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_107255,,,C=C(C)c1cccc(Cc2ccccc2N)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_108431,,,C=C(C)c1ccc(C)c(C)c1Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_150252,,,C=C(C)c1c(C)ccc(C(F)F)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_193772,3BZ3,FAK,CC#Cc1ccc(C)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_45911,,,CC#Cc1cccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1N(C)S(C)(=O)=O
r2_gen_55088,,,C=C(C)c1ccc(C(C)Nc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1
r2_gen_153265,3BZ3,FAK,C=C(C)c1ccc(C)c(N(C)S(C)(=O)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_170135,,,C=C(C)c1ccc(C)c(N(C)S(C)(=O)=O)c1OCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_6398,,,CC#Cc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cn1
r2_gen_99451,,,C=C(C)c1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)c1
r2_gen_299273,,,C/C=C/c1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)c1
r2_gen_299332,3BZ3,FAK,C/C=C\c1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)c1
r2_gen_100645,,,CC#Cc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)c1
r2_gen_30684,3BZ3,FAK,CC#Cc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)n1
r2_gen_261921,3BZ3,FAK,CC#Cc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)[SH](C)(C)=O)n1
r2_gen_82648,,,C=C(C)c1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)nc1C
r2_gen_48416,3BZ3,FAK,C=C(C)c1c(C)cc(N(C)S(C)(=O)=O)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_142091,3BZ3,FAK,CC#Cc1c(C)cc(N(C)S(C)(=O)=O)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_283523,3BZ3,FAK,C=C(C)c1cc(C)c(N(C)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_6556,,,C=C(Cc1cccnc1)Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_73071,,,C=CCc1ccc(Nc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1N(C)C
r2_gen_281152,3BZ3,FAK,C#CCc1cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)cc1C
r2_gen_39996,3BZ3,FAK,C=C(C)c1cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)c([SH](C)(=O)F)c1
r2_gen_16105,,,C=C(C)c1ccc(N(C(F)F)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)n1
r2_gen_163774,,,C/C=C/c1cc(C)nc(N(C(F)F)S(C)(=O)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_31530,3BZ3,FAK,C=C(C)c1ccc(N(C)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_91553,3BZ3,FAK,CC#Cc1ccc(N(C)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_285893,3BZ3,FAK,C=C(C)c1ccc(N(C)[SH](C)C)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_212520,3BZ3,FAK,C=C(C)c1ccc(O)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_206846,,,C=C(C)c1ccc(OC)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_18532,3BZ3,FAK,CC#Cc1ccc([SH](C)(=O)O)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_116269,3BZ3,FAK,CC#Cc1cc(NC)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1C
r2_gen_85766,,,C=C(C)c1cc(NC)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cn1
r2_gen_83881,,,C=C(Cc1ccnc(N(C)S(C)(=O)=O)c1)Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_222763,3BZ3,FAK,C=C(C)c1cc(OCNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)ccc1N(C)S(C)(=O)=O
r2_gen_237672,3BZ3,FAK,C=C(C)c1cc(OCNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc(N(C)S(C)(=O)=O)c1C
r2_gen_276277,,,C=C(C)c1cc(OCNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cnc1N(C)S(C)(=O)=O
r2_gen_109170,,,CC#Cc1cnc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N[SH](C)(C)=O)c1
r2_gen_286795,,,C=C(C)c1cnc(N(C)[SH](C)(=O)F)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_231731,3BZ3,FAK,CCCC1(Nc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)CN(C(C)=O)CCC1(C)S(C)(=O)=O
r2_gen_277961,,,C=C(C)c1nccnc1CCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_201912,,,C=C(Cc1nccnc1N(C(F)F)S(C)(=O)=O)Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_203964,,,C=C(C)c1nc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)ccc1N
r2_gen_72183,3BZ3,FAK,C/C=C(\C)c1c(C)cccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_294628,3BZ3,FAK,C/C=C(/C)c1cccc(Cc2ccc(N(C)S(C)(=O)=O)nc2CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_106170,3BZ3,FAK,C/C=C(/C)c1cc(C)c(C)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_279372,,,C=C(CCc1ccc(C)nc1NS(C)(=O)=O)Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_7424,,,C=C(CCc1c(C)ccnc1NS(C)(=O)=O)Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_177521,3BZ3,FAK,C=C(C)Cc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1N(C)S(C)(=O)=O
r2_gen_166905,,,C/C=C(/C)c1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)c1
r2_gen_131494,3BZ3,FAK,C=C(C)Cc1c(C)cc(O)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_174920,,,C/C=C(/C)c1cccc(OCNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_129594,,,C/C=C(/C)c1cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)cc1C
r2_gen_154882,3BZ3,FAK,C/C=C(/C)c1ccc(O)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_77274,3BZ3,FAK,C=C(CCc1ccc(O)c(C)c1)CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_261048,,,CCC(C)c1cnc(C)c(OCNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_112775,,,C#CC(Cc1nccnc1NC)Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_297542,,,C/C=C(/C)c1nc(N)nc(N)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_104040,,,CCC(C)(C)c1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)nc1
r2_gen_153844,,,C#CC(C)(C)c1c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cccc1N(C)S(C)(=O)=O
r2_gen_164215,,,C#CC(=C(C)C)c1cccc(C)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_117726,,,C#C/C=C(\C)Cc1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1C
r2_gen_203554,,,CCC(=C(C)C)c1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)nc1
r2_gen_293947,3BZ3,FAK,C=C(C)/C(C)=C\c1ccc(N(C)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_301994,,,C=C(C(C)C)C(C)(C)OCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_128143,3BZ3,FAK,C=C(C=C(C)C)CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_160849,,,C/C=C/C(C)=C(/S)c1cccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)n1
r2_gen_182461,3BZ3,FAK,C/C=C(/C)CC(S)=Nc1c(C)cccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_145812,,,C/C=C\C(C)=C(/S)S(C)(=O)(CC)c1cccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_212541,3BZ3,FAK,C=C(C)C=C(F)C(=C)OCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_299314,,,C=C(C)C(C)Nc1cc(C)ccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_215857,,,C=C/C=C(/C)Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_252425,,,C#CCC(C)Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_71854,3BZ3,FAK,C/C=C(/C)C(=O)N(c1ccccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)S(C)(=O)=O
r2_gen_248437,,,CCC(C)C(=O)OCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_269907,3BZ3,FAK,C#CC(C)=C(S)n1cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cn1
r2_gen_176909,,,C=C(CCC)SSCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_302960,,,CCC(C)(F)c1cccnc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_289949,,,C=C(C)C(F)(F)OCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_45974,,,CCCC(F)(F)OCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_274501,,,C#CC(C)(F)OCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_50576,,,CC=C(C)INc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_184193,,,C/C=C(/C)Nc1c(C)cccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_239715,,,C/C=C(/C)Nc1ccc(N(C)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_267219,,,C/C=C(\C)Nc1ccnc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_244364,,,CCCC(Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)c1ccccc1N(C)S(C)(=O)=O
r2_gen_162188,,,C=C(C)C(Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)c1cccc(C)c1
r2_gen_214404,,,CCC(C)(Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)c1nccnc1N(C)S(C)(=O)=O
r2_gen_199166,3BZ3,FAK,C=C(CCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)Cc1cccc(C)c1
r2_gen_88917,,,C=C(CCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)Cc1cc(C)cnc1C
r2_gen_142822,,,C=C(CCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)CNS(C)(=O)=O
r2_gen_207929,,,CCC(C)N(C)c1cnccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_303783,3BZ3,FAK,CC[C@@](C)(NC)C(C)/C=C/Cc1cccc(C)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_200598,,,C=C(C)C(=O)N(c1ccc(C)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1)S(C)(=O)=O
r2_gen_7982,3BZ3,FAK,C=C(C)C(O)=Nc1c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)ccc(C)c1C
r2_gen_291223,,,CC#CC(=O)N(c1c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)ccnc1C)S(C)(=O)=O
r2_gen_271583,3BZ3,FAK,C=C(C)C(=O)N(c1nc(C)ccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)S(C)(=O)=O
r2_gen_258448,,,C/C=C(/C=O)Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_71506,3BZ3,FAK,C=C(C)C(=O)N(C)c1nc(C)cc(N(C)S(C)(=O)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_194695,3BZ3,FAK,C/C=C/C(=O)N(C(C)=O)c1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1
r2_gen_222474,,,C=C(CCS(N)(=O)=O)Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_210037,,,[C]C(C)(C)S(=O)(=O)CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_35435,,,C/C=C(/F)c1ccc(C)nc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_191701,,,CCC(F)c1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)nc1
r2_gen_172990,,,C=C(C(F)=CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)C(C)c1cccc(N(C)S(C)(=O)=O)c1
r2_gen_27976,,,CCC(F)(F)c1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)nc1
r2_gen_146076,,,CCC(F)(F)OCNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_299511,,,CCC(F)(F)S(=O)(=O)N(C)c1ncccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_140763,,,C/C=C(/F)n1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_241658,3BZ3,FAK,CCC(F)N(c1cccc(C)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)S(C)(=O)=O
r2_gen_175758,3BZ3,FAK,C#C[C@H](C)c1ccccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_190513,3BZ3,FAK,C#C[C@@H](C)c1cccc(C)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_204628,3BZ3,FAK,C#C[C@H](C)c1cccc(C)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_228250,,,CC[C@@H](C)c1cccc(C)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_167735,,,C#C[C@@H](C)c1cc(C)ccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_293052,,,CC[C@H](C)c1cc(C)ccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_298537,3BZ3,FAK,C#C[C@H](C)c1c(C)cccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_22138,3BZ3,FAK,CC[C@@H](C)c1ccc(C)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_90705,3BZ3,FAK,CC[C@H](C)c1ccc(C)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_169001,3BZ3,FAK,CC[C@H](C)c1cccc(Nc2cccc(C)c2)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_90530,,,CC[C@@H](C)c1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cc1
r2_gen_148197,3BZ3,FAK,CC[C@@H](C)c1ccc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c(N(C)S(C)(=O)=O)c1
r2_gen_220588,3BZ3,FAK,CC[C@H](C)c1ccc(N(C)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_286535,,,C#C[C@H](C)c1cc(N(C)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cn1
r2_gen_287281,,,CC[C@@H](C)c1cnccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_299403,,,CC[C@H](C)c1cnc(N(C)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_144374,3BZ3,FAK,CC[C@@H](O)c1ccc(C)c(N(C)S(C)(=O)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_252144,,,C=C(C)N1SC2=CC(C)=CN=C(C)C(C)=CC=CC1=C2CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_19391,,,C=C(C)Nc1c(C)cccc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_238223,,,CCC(Nc1cccc(C)c1)Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_53722,3BZ3,FAK,C=C(C)Nc1ccc(C)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1
r2_gen_276906,3BZ3,FAK,C=C(C)Nc1c(C)cc(N(C)S(C)(=O)=O)cc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_122542,3BZ3,FAK,C=C(C)N(c1cccc(S(C)(=O)=O)c1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)S(C)(=O)=O
r2_gen_23140,,,C=C(C)Nc1cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)ccc1C
r2_gen_224391,,,C=C(C)N(c1cc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)nc(C)c1C)S(C)(=O)=O
r2_gen_198709,3BZ3,FAK,C=C(C)N(c1ccc(N(C)S(C)(=O)=O)c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1)S(C)(=O)=O
r2_gen_77319,,,C=C(C)Nc1c(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)cccc1S(C)(C)(C)=O
r2_gen_140191,,,CCCN(c1cncc(CNc2nc(Nc3ccc(C(=O)NC)cc3)ncc2C(F)(F)F)c1)C(C)S(C)(=O)=O
r2_gen_99492,,,C/C=C(/N)c1nccnc1CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_64173,,,[C]C(=C)Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F
r2_gen_126660,,,C=C(CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)c1ccccc1N(C)S(C)(=O)=O
r2_gen_168755,,,C=C(CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)c1ccc(C)nc1
r2_gen_108768,3BZ3,FAK,CCC(Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)c1cc(S(C)(=O)=O)cnc1N
r2_gen_78084,3BZ3,FAK,CCC(Nc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)c1cc(S(F)(F)F)ccn1
r2_gen_107817,,,C=C(CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)Cc1ccccc1O
r2_gen_41359,,,C=C(CNc1nc(Nc2ccc(C(=O)NC)cc2)ncc1C(F)(F)F)Cc1cccc(I)c1
